meanZCR,stdZCR,meanSpecCentroid,stdSpecCentroid,meanSpecContrast,stdSpecContrast,meanSpecBandwidth,stdSpecBandwidth,meanSpecRollof,stdSpecRollof,meanMFCC_1,stdMFCC_1,meanMFCC_2,stdMFCC_2,meanMFCC_3,stdMFCC_3,meanMFCC_4,stdMFCC_4,meanMFCC_5,stdMFCC_5,meanMFCC_6,stdMFCC_6,meanMFCC_7,stdMFCC_7,meanMFCC_8,stdMFCC_8,meanMFCC_9,stdMFCC_9,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,label
0.08304482066898686,0.027693783681433826,1784.1658495387549,360.241675164258,20.526698693370026,8.760241661575213,2002.4490601176958,293.05760750319786,3805.8396058403423,949.4763954584874,121.57179,17.202147,-19.168142,15.348434,42.36642,12.292555,-6.364664,12.958966,18.623499,9.443561,-13.704889,8.2256,15.34315,8.302565,-12.27411,9.066653,10.976572,7.961552,-8.326573,7.859586,8.803792,7.1585,-3.6723,6.420079,5.747995,6.36824,blues
0.05603980870552978,0.03804630719740175,1530.1766787460795,613.0661250213441,20.676128259217815,8.237203412065748,2039.0365160924302,462.4324334394532,3550.5220984084976,1725.6573785484359,123.991264,23.669811,8.955127,23.933468,35.87765,16.263645,2.9073195,16.731195,21.510468,12.509081,-8.560436,14.172127,23.370686,11.93968,-10.099661,12.8883095,11.900497,10.215605,-5.555639,10.25542,5.376327,9.808018,-2.2317603,8.056941,4.22014,8.552925,blues
0.07629120746326373,0.031730570099435376,1552.8118647610036,395.55991122498216,22.197516533033788,8.725291822932219,1747.7023116676025,276.1416163073247,3042.2602323810906,885.4572043322688,140.4463,22.55582,-29.09389,20.292393,31.684334,12.003764,-13.984505,12.469713,25.764742,8.634141,-13.664875,10.343202,11.639934,10.323511,-11.783642,8.089991,9.7187605,8.240684,-13.133803,7.6014094,5.791199,8.029957,-8.907628,7.770788,-1.077,7.5967846,blues
0.03330886262567672,0.020561103742135052,1070.1066149971293,429.36690885180553,21.426268151556844,7.961446211872616,1596.412872177028,407.9724191277177,2184.7457991951856,1221.9633219928148,150.0909,21.365986,5.6626782,16.036245,26.85908,12.580434,1.7713993,16.371756,14.234031,11.260289,-4.8320065,12.486476,9.286494,9.015195,-0.7591865,9.597609,8.137607,8.444766,-3.200653,10.499366,6.079319,6.946366,-2.4801738,7.5365376,-1.0793046,7.892395,blues
0.10146053871809745,0.04420548271538123,1835.004265512071,586.0033611456861,21.466338127703896,7.93638368446028,1748.1721158264975,297.39739244973345,3579.757626703886,1254.1841299748899,126.219635,29.219595,-35.58781,18.27,22.148071,13.908851,-32.478603,18.337852,10.852294,11.6117,-23.352331,9.656971,0.49843356,11.165668,-11.793437,11.404971,1.2072551,9.983767,-13.088418,8.958464,-2.813867,9.296807,-6.9333844,9.463374,-7.5527253,8.422787,blues
0.09404153373936582,0.07895058970522166,1831.993939606849,1015.1267751566124,22.54583103280072,8.176805971659192,1729.6532869429993,449.3445322168222,3481.5175917198376,1809.5413667976416,118.20548,56.526215,-17.56588,25.580732,30.762402,22.039658,-21.747839,20.818502,11.920993,16.321505,-20.730993,13.028497,3.1865778,11.5644655,-8.586039,13.123619,-0.93285215,10.006302,-11.772434,8.749088,-2.4058323,8.871742,-9.343665,8.960474,-9.93621,6.895799,blues
0.07305223740815932,0.04369405757996276,1459.366471695765,661.7094513841726,23.429540221028684,7.036666863388606,1389.0091311849505,430.1432779265823,2795.610963330191,1273.35856114577,130.28908,43.963573,-36.369534,36.159206,33.029034,21.916937,11.108783,32.91882,-0.6055835,16.756435,-20.871855,12.339491,0.27302477,10.14475,-6.4861393,11.4431305,-5.5167675,12.38752,-7.8397517,9.350981,-3.128592,8.014091,-6.596197,8.895278,-9.950378,7.9492307,blues
0.061442246108855375,0.04299786357871877,1451.6670658428172,670.4984432900756,22.442509342348426,7.240403924513821,1577.2709414206151,410.1364880186048,2954.836759987674,1276.3737586113198,136.46901,38.46101,-26.673138,24.323486,39.98425,18.776222,5.304416,25.49964,10.928612,11.674936,-20.564827,12.797337,8.511157,12.300202,-11.357249,13.11271,-3.4683466,13.348598,-8.419937,12.145282,-6.9497156,9.149771,-3.5391393,9.6603,-8.041617,7.5822215,blues
0.06402488761600927,0.027045919171916347,1719.3689480431462,404.0827210348926,22.380886050057644,9.44515696475851,2031.740381002539,324.8733879422968,3782.316288428074,1123.7957949385088,122.50668,20.359417,-14.738196,18.472063,46.131065,13.914786,-8.181879,13.310297,20.182962,10.34493,-19.173378,7.5937157,23.039139,8.778912,-11.838223,6.5272145,21.16,7.6594825,-6.718366,6.9961066,6.9925423,7.512049,-12.730596,7.8730288,5.0613246,7.1085954,blues
0.07917482356921887,0.03711682977865272,1817.15086312572,546.1100083520862,21.16195009433464,7.956337975250182,1973.7733063015248,337.7426721497266,3943.490565182715,1169.4606596745123,115.1656,28.253826,-11.693431,25.864294,39.014275,18.727211,-20.341278,23.064594,13.077605,16.69785,-9.173518,11.257271,9.011447,8.246949,-14.100634,10.491657,4.265941,9.625249,-6.0461674,9.215952,3.782207,10.220061,0.2217994,8.737211,-5.1093993,9.2406845,blues
0.06295882576856149,0.0210127131611687,1409.9552556449528,453.50505917248717,21.094673943145814,8.234673354529791,1512.3102651538218,380.8002167767651,2765.9008052675463,1194.9242410902843,137.1867,32.919453,-23.724049,32.072903,26.978436,22.260914,-16.657696,17.024294,4.1808825,12.675123,-12.55993,12.260802,5.832184,9.083901,-2.874319,10.42153,-1.1974192,8.110623,-1.9548353,7.459939,1.8015007,7.610462,-2.9896476,9.690915,-1.8666562,6.334171,blues
0.043930584759280744,0.04353977919397629,1352.6596654421637,715.6361434810112,20.806443641033542,7.3372680959330285,1756.7797951648831,469.70926324463454,2880.7778626196346,1712.7195281988834,124.01875,31.561846,5.469892,17.384155,33.65741,18.563948,1.0954971,21.008326,14.705335,15.342174,-4.8770084,12.236185,8.670525,13.761732,0.7854052,12.195489,6.579527,10.689367,-4.874974,9.683991,-3.1782238,9.174758,-5.5361576,8.123793,-6.7844357,7.7926507,blues
0.06909500676720805,0.04879100679250699,1360.6411972395076,507.0161634605256,22.135715777506615,6.739981741063468,1567.5652250221797,212.6887664267114,2738.6387375833815,976.1653893467178,132.83055,25.812592,-15.4288435,30.574905,60.970932,18.206602,0.729872,17.69982,12.437647,10.063923,1.1827996,10.420071,-1.5466231,10.558434,-17.879436,9.8281555,8.352729,9.749964,-2.458161,11.816789,-0.60338473,9.632372,0.38596076,9.29918,2.5995464,7.3294854,blues
0.0514017032820959,0.035431452423898294,1324.2932181481008,414.09539132878655,21.419758234197882,7.124227656642887,1828.0392544027368,279.78307089246005,2710.269200442285,1036.5328162168423,124.46322,23.273195,10.342454,25.748152,47.010914,12.192129,6.5081253,10.103204,15.410518,12.099727,-2.0051074,8.354252,6.7065654,8.743547,-21.557632,9.814871,10.718407,9.795315,-5.5236883,9.519448,-2.199805,7.6929593,-3.0348647,7.2416487,8.644537,8.469976,blues
0.045036675850734724,0.0394964660662841,1171.8482269140325,383.7688704062827,21.62806215006197,6.522301446526508,1705.519298617154,310.78037802704625,2344.2463815073957,936.801236227072,113.08634,26.138405,12.114428,38.241657,45.03371,14.998192,17.762825,15.815625,14.573329,12.445673,4.1594296,12.538886,0.21354479,12.932444,-7.0269957,9.881696,13.641991,8.764519,8.929174,9.4802065,1.3030063,7.925178,5.961251,8.021208,8.549222,8.719263,blues
0.06370125495456304,0.044056664195648826,1420.3651651340074,447.1677296993538,21.367670901059086,6.688324229360396,1731.1642811796812,285.22668442906536,2929.964494815835,836.7191727374226,120.110176,26.994486,-4.2293587,31.28512,42.2907,19.581049,5.928563,17.28474,13.917268,10.835855,5.3578677,10.93188,1.8955575,11.994847,-16.936676,9.478411,12.350621,8.731713,3.9459798,9.034458,-1.3935845,7.808889,0.019285245,7.7828746,3.5883965,9.456908,blues
0.06134406117072699,0.037666938600053254,1454.9639409755137,390.27826423168466,21.065897048310305,7.076887001631844,1825.797959693914,341.72318577933305,3009.460817412268,1005.2959836040501,120.67514,23.70846,-3.1748059,34.750916,39.518482,19.916561,3.8183367,16.894272,18.837141,12.496352,-3.6778173,10.0250635,4.4331384,10.556053,-14.965527,10.076903,17.578217,10.109932,1.8418719,10.422111,2.549422,8.154435,-1.2331676,8.064506,8.439486,8.058229,blues
